Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Nissan of Fort Worth,3451 W Loop 820 S,,Fort Worth,TX,76116,,817-560-9000,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,32.721585,-97.478539,6/9/2020,39723,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Texas Nissan of Grapevine,1401 W State Highway 114,,Grapevine,TX,76051,,817-601-3600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,32.928183,-97.09448,3/7/2022,39724,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Charlie Clark Nissan,3500 W Expressway 83,,Harlingen,TX,78552,,956-423-6975,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,26.186259,-97.734663,6/9/2020,39725,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Baker Nissan North,19630 Northwest Fwy,,Houston,TX,77065,,281-890-5656,E,,Public - Call ahead,Dealership business hours,,,,,,1,2,,Non-Networked,,200-9,29.913418,-95.611942,3/7/2022,39726,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Central Houston Nissan,2901 S Loop W,,Houston,TX,77054,,713-661-9955,E,,Public - Call ahead,Dealership business hours,,,,,,1,4,,Non-Networked,,200-9,29.676558,-95.422537,3/7/2022,39727,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,McDavid Nissan,11911 Gulf Fwy,,Houston,TX,77034,,713-941-0600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,29.625565,-95.22531,6/9/2020,39728,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Mossy Nissan,12150 Katy Fwy,,Houston,TX,77079,,281-496-2200,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,29.785494,-95.60022,6/9/2020,39729,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Tom Peacock Nissan,15300 North Fwy,,Houston,TX,77090,,855-969-1871,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,29.990205,-95.423096,3/7/2022,39730,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Robbins Nissan,18711 Highway 59 N,,Humble,TX,77338,,281-446-3181,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.990275,-95.275606,6/9/2020,39731,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Clay Cooley Nissan,1500 E Airport Fwy,,Irving,TX,75062,,972-438-4300,E,,Public - Call ahead,Dealership business hours,,,,,,1,2,,Non-Networked,,200-9,32.849437,-96.914294,6/14/2022,39732,2022-06-14 16:24:51 UTC,P,,,3/15/2011,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,TRUE
ELEC,Katy Nissan,25550 Kingsland Blvd,,Katy,TX,77494,,281-305-8961,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.775354,-95.817237,6/9/2020,39733,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Bates Nissan,5501 E Central Texas Expy,,Killeen,TX,76543,,254-699-7181,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,31.078549,-97.692745,6/9/2020,39734,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Sames Kingsville Nissan,2501 S US Highway 77,,Kingsville,TX,78363,,361-592-2661,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,27.492086,-97.84753,6/9/2020,39735,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Family Nissan of Laredo,3701 E Saunders St,,Laredo,TX,78041,,956-523-8888,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,27.528418,-99.458211,6/9/2020,39736,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Clear Lake Nissan,2150 Gulf Fwy,,League City,TX,77573,,281-557-5300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.484543,-95.10255,6/9/2020,39737,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,AutoNation Nissan - Lewisville,1601 S Stemmons Fwy,,Lewisville,TX,75067,,972-420-9500,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,33.022937,-96.988337,3/7/2022,39738,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Patterson Nissan - Longview,3114 N Eastman Rd,,Longview,TX,75605,,903-758-4135,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,32.553772,-94.727241,6/9/2020,39739,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,McGavock Nissan,6312 Milwaukee Ave,,Lubbock,TX,79424,,806-783-8484,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,33.535048,-101.958266,6/9/2020,39740,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Nissan of McKinney,3800 S Central Expy,,McKinney,TX,75069,,214-544-4900,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,33.161606,-96.644662,3/7/2022,39741,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Trophy Nissan,5031 N Galloway Ave,,Mesquite,TX,75150,,972-613-2200,E,,Public - Call ahead,Dealership business hours,,,,,,1,2,,Non-Networked,,200-9,32.829838,-96.629967,3/7/2022,39742,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Nissan of Midland,4800 W Loop 250,,Midland,TX,79707,,432-694-9558,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,32.024113,-102.151567,6/9/2020,39743,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Twin City Nissan,10549 Highway 69,,Port Arthur,TX,77640,,409-727-2779,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,29.953433,-94.0071,6/9/2020,39745,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Courtesy Nissan,1777 N Central Expy,,Richardson,TX,75080,,,E,,Public - Call ahead,Dealership business hours; contact 972-231-2600 for more information,,,,,,2,1,,Non-Networked,,GPS,32.97135,-96.719803,3/7/2022,39746,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Gillman Nissan,26001 Southwest Fwy,,Rosenberg,TX,77471,,281-341-2277,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.534537,-95.772812,6/9/2020,39747,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Round Rock Nissan,3050 N IH-35,,Round Rock,TX,78681,,512-244-8500,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,30.54205,-97.69265,6/9/2020,39748,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Jim Bass Nissan,4052 W Houston Harte Expy,,San Angelo,TX,76901,,325-949-4621,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,31.44646,-100.496244,6/9/2020,39749,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Ancira Nissan,10835 IH-10 W,,San Antonio,TX,78230,,210-558-5001,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,29.543147,-98.57544,6/9/2020,39750,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Gunn Nissan,750 NE Loop 410,,San Antonio,TX,78209,,888-693-8380,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,29.517253,-98.467365,6/9/2020,39751,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Ingram Park Nissan,6990 NW Loop 410,,San Antonio,TX,78238,,210-681-6300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.457047,-98.625324,6/9/2020,39752,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,World Car Nissan,12908 IH-35 N,,San Antonio,TX,78233,,210-599-5959,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,29.556508,-98.34469,6/9/2020,39753,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Nissan of San Marcos,2980 S IH-35,,San Marcos,TX,78666,,512-353-5116,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,30.4963137,-97.6809454,6/9/2020,39754,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Nissan of Silsbee,3480 Highway 96 Bypass,,Silsbee,TX,77656,,409-299-3221,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,30.314894,-94.18396,6/9/2020,39755,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Sterling McCall Nissan,12230 Southwest Fwy,,Stafford,TX,77477,,281-243-8600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,29.645808,-95.57612,3/7/2022,39756,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Garlyn Shelton Nissan,5420 Midway Dr,,Temple,TX,76502,,254-773-4828,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,31.079653,-97.410328,6/9/2020,39757,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Peltier Nissan,3201 W-SW Loop 323,,Tyler,TX,75701,,903-561-7300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,32.31165413,-95.34249986,6/9/2020,39758,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Victory Nissan,6003 N Navarro St,,Victoria,TX,77904,,361-578-5000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,28.851423,-96.997881,6/9/2020,39759,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Douglas Nissan,5605 Legendlake Pkwy,,Waco,TX,76712,,254-776-8016,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,31.495348,-97.160226,6/9/2020,39760,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Southwest Nissan,3050 Fort Worth Hwy,,Weatherford,TX,76087,,817-596-3811,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,32.7561,-97.705239,6/9/2020,39761,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Nissan of Wichita Falls,4000 Kell Blvd,,Wichita Falls,TX,76309,,940-691-6888,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,33.88049,-98.545953,6/9/2020,39762,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,PIE AE OTC 3FL PKGSTA3,505 Barton Springs Rd,,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.256917,-97.749169,10/29/2022,40372,2022-10-29 00:56:20 UTC,,,,5/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,AT&T,208 S Akard St,,Dallas,TX,75201,,,E,,Private,AT&T fleet vehicle use only,,,,,,4,,,Non-Networked,,GPS,32.779791,-96.7990454,1/10/2022,40376,2022-02-10 19:42:29 UTC,P,,,6/1/2013,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,
ELEC,PIE AE ANIMAL SERVICE2,7201 Levander Loop,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.251357,-97.689015,10/29/2022,41265,2022-10-29 00:56:12 UTC,,,,12/31/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PIE AE PUBDITTMAR2,1009 W Dittmar Rd,,Austin,TX,78745,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.18534,-97.801184,10/29/2022,41266,2022-10-29 00:56:21 UTC,,,,9/1/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PIE AE MILWOOD LIB 2,12500 Amherst Dr,,Austin,TX,78727,,888-758-4389,T,9/9/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.422284,-97.71646,10/29/2022,41269,2022-10-29 00:56:17 UTC,,,,9/1/2011,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,
ELEC,PIE AE PUB-STDAVIDSST1,710 Trinity St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.268887,-97.738936,10/29/2022,41272,2022-10-29 01:08:10 UTC,,,,10/2/2015,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Mission Trail Baptist Hospital,3333 Research Plaza,Located in the main parking lot,San Antonio,TX,78235,,210-297-3000,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,200-8,29.343808,-98.436931,10/9/2020,41941,2021-03-11 23:22:17 UTC,P,,,11/15/2011,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Park 'N Fly,15850 John F Kennedy Blvd,,Houston,TX,77032,,281-590-5173,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,29.94917,-95.33138,9/3/2020,42209,2021-03-11 23:22:17 UTC,P,,,10/6/2011,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE
ELEC,ACC ROUNDROCK STAT4,4400 College Park Dr,,Round Rock,TX,78665,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.563925,-97.658312,10/29/2022,43281,2022-10-29 00:56:28 UTC,,,,10/2/2015,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
